duration,src_bytes,dst_bytes,src_pkts,dst_pkts,src_ip_bytes,dst_ip_bytes,missed_bytes,conn_state_enc,proto_enc,service_enc,http_request_body_len,http_response_body_len,dns_qclass,ssl_version_enc,weird_notice_enc,label,attack_type
5.586385895359811,758.7221574216716,37.66214616227307,0,0,1194.868498460219,293.011917031034,-1.8100846983389416,3,1,0,-2.3449051343739,1.4407024348657245,1.3806180358364777,-1.2996480262821335,-1.6401196395307134,0,scanning
1.4195961449161558,811.8401637485509,513.6251752040919,3,0,2809.63160997486,1097.5781983456266,2.9508749113213746,2,0,2,-0.3165361721961064,3.9863622858079184,-2.5978133852816816,-4.669854508239163,1.9122555327733293,1,normal
0.7801100415620787,1355.8981130056914,342.1617056970926,0,0,352.4630874908369,2863.33768717404,5.411620522454439,1,1,7,2.013713574514801,-1.933326943744636,-0.5992600847475495,0.2860219978982804,-0.562818000739783,1,normal
1.1586218083319362,773.9399528315441,636.7984948452437,0,9,198.26559214013136,253.9379239444004,-1.997002870973912,3,0,5,-0.7799046758064789,-0.0005089415310461,-1.9920782445048355,-1.3481026633477684,1.0941720458483029,1,normal
7.150559992663484,423.9590715750793,726.2389012205942,0,0,747.8100776155256,1356.5095010333944,-0.9535181566451186,5,1,1,-1.0385314778164054,1.3083418452864477,0.6230118427595579,-5.362930457251624,0.1333317935299951,0,password
6.703073492013383,865.2136730313604,75.760558973893,6,12,1949.7804843490533,777.6696032134977,3.5413723562201644,0,0,2,-3.202025154907864,2.201312278406733,-1.5010169491413747,-0.894695107171243,0.8336075236181377,0,scanning
0.9694225659261478,959.4247836812996,708.2890167019875,6,0,1840.279595436701,1624.7174128647896,-0.2828259168851408,0,0,7,-2.200314072776894,-6.077636283857292,0.7657972223308649,-0.6853560893506965,-0.1670097548496167,0,scanning
2.7102264122653565,738.3115143047886,418.6819757325367,0,9,69.48844710858087,119.71257848185306,-3.3731475369234216,2,2,4,-0.718462580426444,1.3845759411105232,4.294652400486983,1.8702805130133584,-0.178416356542012,1,normal
0.1149083065868448,123.77570210517167,452.83040739011216,3,3,173.6520770013278,606.0334030082959,-1.5782167322791667,2,1,3,-0.6813712428003015,0.5545321922930765,1.862793999784787,0.7558711160697091,0.3252858599562237,0,xss
3.806167617561461,378.7905079501961,280.8531490377885,0,0,855.030677611451,488.6862748362675,-0.0580179726255345,0,0,2,-2.185571149275071,-1.3840935288249234,1.2662374475448044,1.708810684563093,-0.664039793110578,0,backdoor
0.3493923852910581,158.33266189371818,149.83442144851492,0,3,1095.577902418656,459.4152634466719,1.198063058641168,0,1,1,-3.176773083062229,3.4594146041044302,-0.6767369166075121,-1.86490255816294,-1.7896668032895244,1,normal
2.338767207781101,1856.0807250061816,397.2344410622479,15,0,1369.6896141269644,1209.4650972591091,-2.8957686730032344,0,0,3,-1.711629663361919,0.123679102943577,1.3949503909113397,-1.376247023955425,1.278424900986033,1,normal
1.5001773411074435,551.7646493470711,15.800445824213684,6,3,2320.590152243576,776.4904781826203,-0.8302971031571154,0,0,2,-2.500706576922239,3.696705312101715,2.635970220866791,-1.6179865464214656,-0.0464079386158145,1,normal
6.710693969674554,329.48149549248427,384.1103116752445,0,0,1453.2613193176535,1155.592472504446,3.1389498119145505,1,2,2,1.3867915730814582,1.4620867002117048,2.3825795960787985,0.9211839424344632,-1.0766055867573134,1,normal
0.1539177744234202,963.4280069035152,340.3176219133613,0,0,162.35087849727623,938.6828102334416,0.523248085973959,1,0,2,-1.6902627324380275,-2.111951568980948,-0.4304270701922996,0.940189294435412,1.495726434944634,0,scanning
10.123783398540942,563.9721378317704,297.963384594329,6,3,621.1737647222911,4.846333600595059,0.5630015950143014,0,2,1,1.003939770328341,-0.9072639652615926,-2.394240079754637,-0.3356207407973318,0.0916071506982898,0,xss
0.9506845270573152,425.1766555757338,362.7523530503972,6,9,160.58047331357994,639.2585162205081,-1.227710349710541,2,2,5,-2.158321905793163,0.7698849164830623,-0.1825157660208733,0.7618815783199,-2.3926520745451514,1,normal
1.3165878358065777,165.72245394263453,702.0192406836544,0,0,771.3695579288053,963.6446873457134,-2.163615842998473,5,2,2,1.904099764262836,-4.589350534522345,-0.1758877264264802,1.3242909108233378,1.8344015421985624,0,injection
0.7991263949999425,742.0909275354159,307.7092735389943,9,9,48.47917496869227,169.28851042382718,-3.0119715853394013,3,1,5,-2.504473472082659,-0.7754706040988149,-0.5206952171947619,0.2380126744651703,0.3844183321174698,1,normal
4.502137753074078,111.47593133560396,266.1459642081404,0,0,792.4421936218104,457.4960730083398,-1.940819337737544,2,1,0,-2.308943686710427,0.6169855224629086,-0.1833901769581833,-1.2450230110057463,-0.8449719842606738,1,normal
7.616261787604638,708.2246687487614,477.3422496760526,12,3,786.2513904357454,3629.052458420671,1.2678036089535232,1,0,5,-1.584554671906807,3.149855240369732,-2.1129860321711336,2.1640072663317937,-0.4310307594556513,0,password
7.628036616133476,1897.145764873679,423.8693472399787,3,0,4053.062109855408,2454.297362162455,-2.1825777587280504,1,0,0,-2.2199285502942825,2.5956158836031142,-2.587597196495457,2.297820040002009,-0.8790855229833566,1,normal
1.848526839307084,2872.2271780397487,784.185026608848,0,15,2077.542374896277,1984.03547534006,6.236288452345401,0,0,1,-1.4803387820114282,0.1071989587735624,0.659632564851019,0.2307171275709688,-0.8235230110884252,0,xss
0.8015806136684654,863.0269720581168,327.3342200820796,0,0,717.7566416462028,283.89820256847906,-1.9970418741416909,2,1,0,0.5529644848951307,-1.841236457408364,2.02686273325891,-0.4350082255744845,-0.1814376270483934,1,normal
3.53875766383267,234.2332908110532,239.20732259786936,3,3,40.70846489279158,117.96197315322424,-2.076636235704296,0,1,1,-2.62783905785382,-0.0260960456177894,2.713447012185971,-2.5409031122064567,0.4663785851639222,0,backdoor
7.759337862239394,471.21621261644697,35.28734322829817,9,3,348.7619927561849,904.6917659548458,1.727988873665293,1,0,1,-4.595036740272022,3.407344447955966,-0.8124227860314219,1.8866433564875875,0.9605250829806008,1,normal
